Question,Answer
Can you help me with can I choose cash on delivery for my location thanks.,"Yes, Cash on Delivery is available for most locations. A small handling fee may apply depending on your order value."
"Please tell me, How to exchange an item please.","Yes! You can exchange your item for a different size or color through the 'My Orders' tab, subject to stock availability."
I want to know why hasn't my package arrived yet?,"We sincerely apologize for the delay. Please check your tracking link for any updates, or reach out to customer support to look into it."
Quick question: Can I choose cash on delivery for my location?,"Yes, Cash on Delivery is available for most locations. A small handling fee may apply depending on your order value."
I want to know how can I pay for my order right now?,"We accept all major Credit/Debit Cards, UPI, Net Banking, popular Wallets, and Cash on Delivery (COD)."
Can anyone explain do you offer no-cost EMI?,"Yes, we offer flexible EMI options and no-cost EMI on selected bank cards. Subscriptions can be managed via the 'Membership' dashboard."
Could you tell me why hasn't my package arrived yet please.,"We sincerely apologize for the delay. Please check your tracking link for any updates, or reach out to customer support to look into it."
Can I cancel an order after it has been shipped asap?,"You can cancel your order from the 'My Orders' section before it is shipped. Once shipped, it cannot be canceled directly."
Wondering if do you accept Paytm wallet today.,"Yes, we support payments through popular digital wallets like Paytm, Amazon Pay, Mobikwik, and PhonePe wallet."
Quick question: When is my delivery date please.,"Standard delivery usually takes 3 to 5 business days, depending on your location."
What's up,I'm functioning perfectly and ready to help you with your shopping queries!
Wondering if how do I download my invoice asap?,Invoices can be downloaded from 'My Orders' once the item is shipped. You can enter your GSTIN during checkout for a tax invoice.
Could you tell me how do you handle counterfeit or fake products please.,We have zero tolerance for fake products. All data transactions are highly secured via SSL encryption. Our policies are linked at the footer.
Can anyone explain can I pay using Amazon Pay or Mobikwik right now?,"Yes, we support payments through popular digital wallets like Paytm, Amazon Pay, Mobikwik, and PhonePe wallet."
